t,v_10,v_25,v_75,v_90
61.03333333,2.151433333,7.639666667,18.2664,20.97981333
61.06666667,2.14078,7.6314,18.283,20.97402667
61.1,2.130126667,7.623133333,18.2996,20.96824
61.13333333,2.119473333,7.614866667,18.3162,20.96245333
61.16666667,2.10882,7.6066,18.3328,20.95666667
61.2,2.098166667,7.598333333,18.3494,20.95088
61.23333333,2.087513333,7.590066667,18.366,20.94103333
61.26666667,2.07686,7.5818,18.3826,20.90685
61.3,2.065326667,7.573533333,18.3992,20.87266667
61.33333333,2.051313333,7.565266667,18.4158,20.83848333
61.36666667,2.0373,7.557,18.4324,20.8087
61.4,2.023286667,7.548733333,18.449,20.79405
61.43333333,2.009273333,7.540466667,18.4656,20.7794
61.46666667,1.99526,7.5322,18.48293333,20.76475
61.5,1.981246667,7.5198,18.5077,20.7501
61.53333333,1.967233333,7.430266667,18.53246667,20.73545
61.56666667,1.95322,7.340733333,18.55723333,20.7208
61.6,1.939206667,7.2512,18.582,20.73969333
61.63333333,1.925193333,7.161666667,18.5652,20.75858667
61.66666667,1.91118,7.072133333,18.5818,20.77748
61.7,1.897166667,6.9826,18.5984,20.79637333
61.73333333,1.883153333,6.9375,18.615,20.80369333
61.76666667,1.86914,6.970533333,18.6316,20.80522667
61.8,1.860006667,7.003566667,18.6482,20.80676
61.83333333,1.850873333,7.0366,18.6648,20.80829333
61.86666667,1.84174,7.069633333,18.6814,20.80982667
61.9,1.832606667,7.102666667,18.698,20.81136
61.93333333,1.823473333,7.1357,18.66476667,20.81289333
61.96666667,1.81434,7.168733333,18.63153333,20.81442667
62,1.793656667,7.201766667,18.5983,20.82124
62.03333333,1.772973333,7.2348,18.56506667,20.83832
62.06666667,1.75229,7.267833333,18.53183333,20.8554
62.1,1.731606667,7.300866667,18.4986,20.87248
62.13333333,1.710923333,7.3339,18.46536667,20.88956
62.16666667,1.69024,7.366933333,18.43213333,20.90664
62.2,1.669556667,7.399966667,18.3989,20.92372
62.23333333,1.648873333,7.433,18.36566667,20.9408
62.26666667,1.62819,7.424733333,18.33243333,20.95788
62.3,1.607506667,7.416466667,18.2992,20.97496
62.33333333,1.586823333,7.4082,18.26596667,20.99204
62.36666667,1.56614,7.399933333,18.23273333,21.00912
62.4,1.545456667,7.391666667,18.1995,21.0262
62.43333333,1.524773333,7.3834,18.16626667,21.04328
62.46666667,1.50409,7.375133333,18.13303333,21.06036
62.5,1.483406667,7.366866667,18.0998,21.07744
62.53333333,1.462723333,7.3586,18.06656667,21.09452
62.56666667,1.44204,7.350333333,18.03333333,21.1116
62.6,1.421356667,7.342066667,18.0001,21.11729333
62.63333333,1.400673333,7.3338,17.96686667,21.12298667
62.66666667,1.37999,7.325533333,17.93363333,21.12868
62.7,1.359306667,7.317266667,17.9004,21.13437333
62.73333333,1.338623333,7.309,17.86716667,21.14006667
62.76666667,1.31794,7.300733333,17.839,21.14576
62.8,1.294816667,7.292466667,17.839,21.15145333
62.83333333,1.271693333,7.2842,17.839,21.15714667
62.86666667,1.24857,7.275933333,17.839,21.1592
62.9,1.225446667,7.267666667,17.839,21.1592
62.93333333,1.202323333,7.2594,17.839,21.1592
62.96666667,1.1792,7.251133333,17.839,21.1592
63,1.1792,7.242866667,17.839,21.1592
63.03333333,1.1792,7.2346,17.839,21.1592
63.06666667,1.1792,7.226333333,17.839,21.1592
63.1,1.1792,7.218066667,17.8506,21.1592
63.13333333,1.1792,7.2098,17.87553333,21.1592
63.16666667,1.1792,7.201533333,17.90046667,21.1592
63.2,1.1792,7.193266667,17.9254,21.1592
63.23333333,1.1792,7.185,17.95033333,21.1592
63.26666667,1.1792,7.185,17.97526667,21.1592
63.3,1.1792,7.185,18.0002,21.1592
63.33333333,1.1792,7.185,18.02513333,21.1592
63.36666667,1.1792,7.185,18.05006667,21.1592
63.4,1.1792,7.185,18.075,21.16556
63.43333333,1.1792,7.185,18.09993333,21.17777
63.46666667,1.1792,7.185,18.12486667,21.18998
63.5,1.1792,7.185,18.1498,21.20219
63.53333333,1.1792,7.185,18.17473333,21.2144
63.56666667,1.1792,7.185,18.19966667,21.20219
63.6,1.1792,7.185,18.2246,21.18419333
63.63333333,1.1792,7.185,18.24953333,21.16619667
63.66666667,1.1792,7.185,18.27446667,21.1482
63.7,1.1792,7.185,18.2994,21.13605333
63.73333333,1.1792,7.185733333,18.32433333,21.1116
63.76666667,1.1792,7.193866667,18.34926667,21.07744
63.8,1.1792,7.202,18.3742,21.04328
63.83333333,1.1792,7.210133333,18.39913333,21.00912
63.86666667,1.1792,7.218266667,18.42406667,20.97496
63.9,1.1792,7.2264,18.449,20.9408
63.93333333,1.1792,7.234533333,18.4573,20.90664
63.96666667,1.1792,7.242666667,18.4656,20.87248
64,1.19656,7.2508,18.4739,20.83832
64.03333333,1.21392,7.258933333,18.4822,20.80287667
64.06666667,1.23128,7.267066667,18.4905,20.78247333
64.1,1.24864,7.2752,18.4988,20.76207
64.13333333,1.266,7.291466667,18.5071,20.74166667
64.16666667,1.28336,7.291466667,18.5154,20.72126333
64.2,1.30072,7.283333333,18.5237,20.70086
64.23333333,1.31808,7.251133333,18.532,20.68045667
64.26666667,1.33544,7.2346,18.533,20.66005333
64.3,1.3528,7.218066667,18.5165,20.63965
64.33333333,1.37016,7.201533333,18.5,20.61924667
64.36666667,1.38752,7.185,18.4835,20.59884333
64.4,1.40488,7.185,18.467,20.57844
64.43333333,1.42224,7.185,18.4505,20.55803667
64.46666667,1.4396,7.185,18.434,20.53763333
64.5,1.45696,7.185,18.4175,20.51723
64.53333333,1.47432,7.185,18.401,20.49682667
64.56666667,1.49168,7.185,18.3845,20.47642333
64.6,1.50904,7.185,18.368,20.47554
64.63333333,1.5264,7.185,18.3515,20.47465667
64.66666667,1.54376,7.185,18.335,20.47377333
64.7,1.56112,7.185,18.34323333,20.47289
64.73333333,1.57848,7.185,18.35146667,20.47200667
64.76666667,1.59584,7.185,18.3597,20.47112333
64.8,1.61076,7.185,18.36793333,20.47024
64.83333333,1.62568,7.185,18.37616667,20.46935667
64.86666667,1.6406,7.185,18.3844,20.46847333
64.9,1.65552,7.185,18.39263333,20.46759
64.93333333,1.67044,7.185,18.40086667,20.46670667
64.96666667,1.68536,7.185,18.4091,20.46582333
65,1.706043333,7.185,18.41733333,20.46494
65.03333333,1.726726667,7.185,18.42556667,20.47558333
65.06666667,1.74741,7.185,18.4338,20.48622667
65.1,1.768093333,7.168466667,18.44203333,20.49687
65.13333333,1.788776667,7.151933333,18.45026667,20.50751333
65.16666667,1.80946,7.1354,18.45,20.51815667
65.2,1.830143333,7.118866667,18.4335,20.51132333
65.23333333,1.850826667,7.102333333,18.417,20.49886667
65.26666667,1.87151,7.0858,18.4005,20.48641
65.3,1.892193333,7.069266667,18.384,20.47395333
65.33333333,1.912876667,7.052733333,18.3675,20.46149667
65.36666667,1.93356,7.0362,18.351,20.44904
65.4,1.954243333,7.019666667,18.3345,20.43658333
65.43333333,1.974926667,7.003133333,18.318,20.43487333
65.46666667,1.99561,6.9866,18.3015,20.43883
65.5,2.016293333,6.970066667,18.285,20.44278667
65.53333333,2.021523333,6.953533333,18.2685,20.44674333
65.56666667,2.02574,6.937,18.252,20.4507
65.6,2.029956667,6.928766667,18.2355,20.47694667
65.63333333,2.034173333,6.920533333,18.219,20.50319333
65.66666667,2.03839,6.9123,18.2025,20.52944
65.7,2.042606667,6.904066667,18.186,20.55568667
65.73333333,2.046823333,6.895833333,18.1695,20.58193333
65.76666667,2.05104,6.8876,18.153,20.61162
65.8,2.066643333,6.879366667,18.1365,20.65117333
65.83333333,2.082246667,6.871133333,18.12,20.69072667
65.86666667,2.09785,6.8629,18.1035,20.73028
65.9,2.113453333,6.854666667,18.087,20.75231
65.93333333,2.129056667,6.846433333,18.087,20.76295333
65.96666667,2.14466,6.8382,18.087,20.77359667
66,2.137963333,6.829966667,18.087,20.78424
66.03333333,2.131266667,6.821733333,18.087,20.78335667
66.06666667,2.12457,6.8135,18.087,20.78247333
66.1,2.117873333,6.8055,18.087,20.78159
66.13333333,2.111176667,6.822,18.087,20.78289333
66.16666667,2.10448,6.8385,18.087,20.79181
66.2,2.097783333,6.855,18.087,20.80072667
66.23333333,2.091086667,6.8715,18.087,20.80964333
66.26666667,2.08439,6.888,18.087,20.81856
66.3,2.07044,6.9045,18.087,20.82747667
66.33333333,2.04397,6.921,18.087,20.83639333
66.36666667,2.0175,6.9375,18.087,20.84531
66.4,1.99103,6.954,18.087,20.85422667
66.43333333,1.96456,6.9705,18.087,20.86314333
66.46666667,1.93809,6.987,18.087,20.87206
66.5,1.91162,7.0035,18.087,20.88097667
66.53333333,1.88515,7.02,18.087,20.88989333
66.56666667,1.85868,7.0365,18.087,20.89881
66.6,1.83221,7.053,18.087,20.87356667
66.63333333,1.80574,7.0695,18.087,20.84832333
66.66666667,1.77927,7.086,18.087,20.82308
66.7,1.7528,7.1025,18.087,20.79783667
66.73333333,1.72633,7.119,18.087,20.77259333
66.76666667,1.69986,7.1355,18.087,20.74735
66.8,1.67095,7.086366667,18.087,20.72210667
66.83333333,1.64204,7.0368,18.087,20.69686333
66.86666667,1.61313,6.987233333,18.087,20.67162
66.9,1.58422,6.937666667,18.087,20.64871667
66.93333333,1.55531,6.8881,18.087,20.63089333
66.96666667,1.5264,6.838533333,18.087,20.62303
67,1.520613333,6.797033333,18.087,20.62482
67.03333333,1.514826667,6.805266667,18.087,20.63147
67.06666667,1.50904,6.8135,18.07873333,20.64054
67.1,1.503253333,6.821733333,18.07046667,20.64961
67.13333333,1.497466667,6.829966667,18.0622,20.65868
67.16666667,1.49168,6.8382,18.05393333,20.66775
67.2,1.485893333,6.846433333,18.04566667,20.67682
67.23333333,1.480106667,6.854666667,18.0374,20.68589
67.26666667,1.47432,6.8629,18.02913333,20.69496
67.3,1.468533333,6.871133333,18.02086667,20.70403
67.33333333,1.462746667,6.879366667,18.0126,20.7131
67.36666667,1.45696,6.8876,18.00433333,20.71640667
67.4,1.451173333,6.895833333,17.99606667,20.71971333
67.43333333,1.445386667,6.904066667,17.9878,20.72302
67.46666667,1.4396,6.9123,17.98793333,20.72632667
67.5,1.433813333,6.920533333,18.0127,20.72963333
67.53333333,1.428026667,6.928766667,18.03746667,20.73294
67.56666667,1.42224,6.937,18.06223333,20.73624667
67.6,1.416453333,6.937,18.087,20.73955333
67.63333333,1.410666667,6.937,18.07046667,20.74286
67.66666667,1.40488,6.937,18.05393333,20.74616667
67.7,1.399093333,6.937,18.0374,20.74947333
67.73333333,1.393306667,6.937,18.02086667,20.75278
67.76666667,1.38752,6.937,18.00433333,20.75608667
67.8,1.379293333,6.937,17.9878,20.75939333
67.83333333,1.371066667,6.937,17.97126667,20.7627
67.86666667,1.36284,6.937,17.95473333,20.76600667
67.9,1.354613333,6.937,17.9382,20.76931333
67.93333333,1.346386667,6.937,17.92166667,20.77262
67.96666667,1.33816,6.937,17.90513333,20.77592667
68,1.33572,6.937,17.8886,20.77923333
68.03333333,1.33328,6.937,17.87206667,20.78006
68.06666667,1.33084,6.937,17.85553333,20.78088667
68.1,1.3284,6.937,17.839,20.78557333
68.13333333,1.32596,6.937,17.82246667,20.79624
68.16666667,1.32352,6.937,17.80593333,20.80690667
68.2,1.32108,6.937,17.7894,20.81757333
68.23333333,1.31864,6.937,17.77286667,20.82824
68.26666667,1.3162,6.937,17.75633333,20.83890667
68.3,1.31376,6.937,17.7398,20.84957333
68.33333333,1.31132,6.937,17.72326667,20.86024
68.36666667,1.30888,6.937,17.70673333,20.85357
68.4,1.30644,6.937,17.6902,20.8469
68.43333333,1.304,6.937,17.67366667,20.84023
68.46666667,1.30156,6.937,17.65713333,20.83356
68.5,1.29912,6.9336,17.6406,20.82689
68.53333333,1.29668,6.9092,17.62406667,20.82022
68.56666667,1.29424,6.8848,17.60753333,20.81355
68.6,1.2918,6.8604,17.591,20.79956
68.63333333,1.28936,6.836,17.60753333,20.78557
68.66666667,1.28692,6.836,17.62406667,20.77158
68.7,1.28448,6.836,17.6406,20.75759
68.73333333,1.28204,6.836,17.65713333,20.7436
68.76666667,1.2796,6.836,17.67366667,20.72961
68.8,1.27228,6.836,17.6902,20.71562
68.83333333,1.26496,6.836,17.70673333,20.70163
68.86666667,1.25764,6.836,17.72326667,20.68764
68.9,1.25032,6.836,17.7398,20.67365
68.93333333,1.243,6.829966667,17.75633333,20.65966
68.96666667,1.23568,6.821733333,17.77286667,20.64567
69,1.19945,6.8135,17.7894,20.63168
69.03333333,1.16322,6.805266667,17.80593333,20.61769
69.06666667,1.12699,6.797033333,17.82246667,20.6037
69.1,1.09076,6.7888,17.839,20.58971
69.13333333,1.05453,6.780566667,17.8338,20.57572
69.16666667,1.0183,6.772333333,17.8172,20.56173
69.2,0.98207,6.7641,17.8006,20.54774
69.23333333,0.94584,6.755866667,17.784,20.53375
69.26666667,0.90961,6.747633333,17.7674,20.51976
69.3,0.87338,6.7384,17.7508,20.50577
69.33333333,0.83715,6.714,17.7342,20.49178
69.36666667,0.80092,6.6896,17.7176,20.50667667
69.4,0.76469,6.6652,17.701,20.52397333
69.43333333,0.72846,6.6408,17.6844,20.55596
69.46666667,0.69223,6.6164,17.6678,20.58794667
69.5,0.656,6.592,17.6512,20.61993333
69.53333333,0.61977,6.5676,17.6346,20.65192
69.56666667,0.58354,6.5432,17.618,20.65948667
69.6,0.54731,6.5188,17.6014,20.66705333
69.63333333,0.5115,6.4944,17.5848,20.67462
69.66666667,0.53309,6.47,17.5682,20.68218667
69.7,0.55468,6.4456,17.5516,20.68975333
69.73333333,0.57627,6.453733333,17.535,20.69732
69.76666667,0.59786,6.461866667,17.5184,20.70488667
69.8,0.62677,6.475066667,17.5018,20.71245333
69.83333333,0.65568,6.4916,17.4852,20.72002
69.86666667,0.68459,6.508133333,17.4686,20.72758667
69.9,0.7135,6.508,17.452,20.73515333
69.93333333,0.69614,6.502533333,17.452,20.74272
69.96666667,0.67878,6.510666667,17.452,20.75028667
70,0.66142,6.5188,17.452,20.75785333
70.03333333,0.64406,6.526933333,17.452,20.76542
70.06666667,0.6267,6.535066667,17.452,20.77298667
70.1,0.60934,6.5432,17.452,20.78055333
70.13333333,0.59198,6.549466667,17.4262,20.78812
70.16666667,0.57462,6.5412,17.3849,20.79568667
70.2,0.55726,6.532933333,17.3436,20.80325333
70.23333333,0.5399,6.524666667,17.3023,20.81082
70.26666667,0.52254,6.5164,17.261,20.81838667
70.3,0.50518,6.508133333,17.2197,20.82595333
70.33333333,0.48782,6.499866667,17.1784,20.83352
70.36666667,0.47046,6.4916,17.1371,20.78329
70.4,0.493303333,6.483333333,17.096,20.73652
70.43333333,0.516426667,6.475066667,17.096,20.69853
70.46666667,0.53955,6.458766667,17.096,20.66054
70.5,0.562673333,6.442,17.096,20.62255
70.53333333,0.585796667,6.420966667,17.096,20.58456
70.56666667,0.60892,6.396533333,17.096,20.54657
70.6,0.632043333,6.3721,17.096,20.50858
70.63333333,0.655166667,6.347666667,17.096,20.47304
70.66666667,0.67829,6.323233333,17.096,20.44497
70.7,0.701413333,6.2988,17.096,20.4169
70.73333333,0.724536667,6.274366667,17.096,20.38883
70.76666667,0.74766,6.249933333,17.096,20.36076
70.8,0.770783333,6.2255,17.096,20.33269
70.83333333,0.793906667,6.201066667,17.096,20.30462
70.86666667,0.81703,6.176633333,17.096,20.27655
70.9,0.840153333,6.1522,17.096,20.24848
70.93333333,0.863276667,6.127766667,17.096,20.19315
70.96666667,0.8864,6.103333333,17.096,20.13782
71,0.926883333,6.0789,17.096,20.08249
71.03333333,0.967366667,6.054466667,17.096,20.02716
71.06666667,1.00785,6.030033333,17.096,19.97183
71.1,1.048333333,6.0056,17.096,19.92745
71.13333333,1.088816667,5.981166667,17.11253333,19.89188
71.16666667,1.1293,5.956733333,17.12906667,19.85631
71.2,1.169783333,5.9323,17.1456,19.84146
71.23333333,1.210266667,5.907866667,17.16213333,19.84032
71.26666667,1.23375,5.883433333,17.17866667,19.84926
71.3,1.2511,5.859,17.1952,19.8582
71.33333333,1.26845,5.859,17.21173333,19.86714
71.36666667,1.28444,5.859,17.21913333,19.87608
71.4,1.27468,5.859,17.2025,19.88502
71.43333333,1.26492,5.859,17.18586667,19.89396
71.46666667,1.25516,5.859,17.16923333,19.9029
71.5,1.2454,5.859,17.1526,19.92045
71.53333333,1.23564,5.859,17.13596667,19.93918
71.56666667,1.22588,5.859,17.11933333,19.95788667
71.6,1.209613333,5.859,17.1027,19.97172333
71.63333333,1.18684,5.859,17.096,19.98723
71.66666667,1.164066667,5.859,17.096,20.00604667
71.7,1.141293333,5.859,17.096,20.02486333
71.73333333,1.11852,5.859,17.096,20.04368
71.76666667,1.095746667,5.859,17.096,20.06249667
71.8,1.072973333,5.859,17.096,20.08131333
71.83333333,1.0502,5.859666667,17.096,20.10013
71.86666667,1.061586667,5.8841,17.096,20.11894667
71.9,1.072973333,5.908533333,17.096,20.13776333
71.93333333,1.08436,5.932966667,17.096,20.15658
71.96666667,1.095746667,5.946,17.096,20.17539667
72,1.107133333,5.946,17.096,20.19421333
72.03333333,1.11852,5.946,17.096,20.21303
72.06666667,1.129906667,5.946,17.096,20.23184667
72.1,1.141293333,5.946,17.096,20.25066333
72.13333333,1.15268,5.946,17.07946667,20.26948
72.16666667,1.164066667,5.946,17.06293333,20.28829667
72.2,1.175453333,5.946,17.0464,20.30711333
72.23333333,1.18684,5.946,17.036,20.32593
72.26666667,1.198226667,5.946,17.0443,20.34474667
72.3,1.209613333,5.946,17.0526,20.36356333
72.33333333,1.221,5.946,17.0609,20.38238
72.36666667,1.22588,5.946,17.02943333,20.38633667
72.4,1.23076,5.932966667,16.9964,20.39029333
72.43333333,1.23564,5.9242,16.96336667,20.39425
72.46666667,1.24052,5.9405,16.93033333,20.39820667
72.5,1.2454,5.946,16.8976,20.40216333
72.53333333,1.25028,5.937766667,16.88106667,20.40612
72.56666667,1.25516,5.929533333,16.86453333,20.37589333
72.6,1.26004,5.9213,16.848,20.34566667
72.63333333,1.26492,5.913066667,16.85626667,20.31544
72.66666667,1.2698,5.904833333,16.86453333,20.28521333
72.7,1.27096,5.8966,16.8728,20.25498667
72.73333333,1.25609,5.888366667,16.88106667,20.22476
72.76666667,1.24122,5.880133333,16.88933333,20.19453333
72.8,1.22635,5.8719,16.8976,20.16430667
72.83333333,1.198786667,5.863666667,16.90586667,20.13408
72.86666667,1.16409,5.855433333,16.91413333,20.10385333
72.9,1.129393333,5.8472,16.9224,20.07362667
72.93333333,1.094696667,5.838966667,16.93066667,20.0434
72.96666667,1.06,5.830733333,16.93893333,20.01317333
73,1.06,5.8225,16.9472,19.98294667
73.03333333,1.06,5.814266667,16.95546667,19.95272
73.06666667,1.06,5.806033333,16.96373333,19.92249333
73.1,1.06,5.7978,16.972,19.89226667
73.13333333,1.06,5.789566667,16.98026667,19.86204
73.16666667,1.06,5.781333333,16.98853333,19.83181333
73.2,1.06,5.7731,16.9968,19.80158667
73.23333333,1.06,5.764866667,17.00506667,19.77136
73.26666667,1.06,5.756633333,17.01333333,19.74113333
73.3,1.06,5.7484,17.0216,19.71090667
73.33333333,1.06,5.740166667,17.02986667,19.68068
73.36666667,1.06,5.731933333,17.03813333,19.65540333
73.4,1.06,5.7237,17.0464,19.63012667
73.43333333,1.06,5.715466667,17.0712,19.60485
73.46666667,1.06,5.707233333,17.096,19.57957333
73.5,1.06,5.699,17.096,19.55429667
73.53333333,1.06,5.699,17.096,19.52902
73.56666667,1.06,5.699,17.096,19.52084667
73.6,1.06,5.699,17.096,19.51267333
73.63333333,1.06,5.699,17.096,19.5045
73.66666667,1.06,5.699,17.096,19.49632667
73.7,1.06,5.699,17.096,19.48815333
73.73333333,1.06,5.699,17.096,19.47998
73.76666667,1.06,5.699,17.096,19.47180667
73.8,1.05756,5.699,17.096,19.46363333
73.83333333,1.05512,5.699,17.096,19.45546
73.86666667,1.05268,5.699,17.096,19.44728667
73.9,1.05024,5.699,17.096,19.43911333
73.93333333,1.0478,5.699,17.096,19.43094
73.96666667,1.04536,5.699,17.096,19.42276667
74,1.01401,5.699,17.096,19.41459333
74.03333333,0.98266,5.699,17.096,19.40642
74.06666667,0.95131,5.6985,17.096,19.40656
74.1,0.91996,5.682,17.096,19.4212
74.13333333,0.88861,5.6655,17.096,19.43584
74.16666667,0.85726,5.649,17.0712,19.45048
74.2,0.82591,5.6325,17.0464,19.46512
74.23333333,0.79456,5.616,17.0216,19.47976
74.26666667,0.76321,5.5995,16.9968,19.4944
74.3,0.73186,5.583,16.972,19.50904
74.33333333,0.70051,5.492933333,16.9472,19.52368
74.36666667,0.66916,5.370866667,16.9224,19.53832
74.4,0.63781,5.2488,16.8976,19.55296
74.43333333,0.60646,5.1534,16.89786667,19.5676
74.46666667,0.57511,5.145133333,16.88646667,19.58224
74.5,0.54376,5.136866667,16.8728,19.59688
74.53333333,0.51241,5.1286,16.86453333,19.61152
74.56666667,0.48106,5.120333333,16.85626667,19.64081
74.6,0.44971,5.112066667,16.848,19.65302
74.63333333,0.41836,5.1038,16.8315,19.66523
74.66666667,0.38701,5.095533333,16.815,19.67744
74.7,0.35566,5.087266667,16.7985,19.68965
74.73333333,0.32431,5.079,16.782,19.70186
74.76666667,0.29296,5.070733333,16.7655,19.71407
74.8,0.26405,5.062466667,16.749,19.72628
74.83333333,0.23514,5.0542,16.7325,19.73849
74.86666667,0.20623,5.045933333,16.716,19.7507
74.9,0.17732,5.037666667,16.6995,19.76291
74.93333333,0.14841,5.0294,16.73213333,19.77528
74.96666667,0.1195,5.021133333,16.76516667,19.80377
75,0.102163333,5.012866667,16.7982,19.83226
75.03333333,0.084826667,5.0046,16.83123333,19.86075
75.06666667,0.06749,4.996333333,16.86426667,19.88924
75.1,0.050153333,4.988066667,16.8973,19.91773
75.13333333,0.032816667,4.9798,16.93033333,19.94622
75.16666667,0.01548,4.971533333,16.96336667,19.97471
75.2,-0.001856667,4.963266667,16.972,20.0032
75.23333333,-0.019193333,4.955,16.96373333,20.02709333
75.26666667,-0.03653,4.9798,16.95546667,20.02130667
75.3,-0.053866667,5.0046,16.9472,20.01552
75.33333333,-0.071203333,5.0294,16.93893333,20.00973333
75.36666667,-0.08854,5.0542,16.93066667,20.00394667
75.4,-0.105876667,5.079,16.9224,19.99816
75.43333333,-0.123213333,5.1038,16.91413333,19.99237333
75.46666667,-0.14055,5.1286,16.90586667,19.98658667
75.5,-0.157886667,5.1534,16.8976,19.9808
75.53333333,-0.175223333,5.1782,16.88933333,19.9808
75.56666667,-0.19256,5.203,16.88106667,19.9808
75.6,-0.209896667,5.194733333,16.8728,19.9686
75.63333333,-0.227233333,5.186466667,16.86453333,19.9564
75.66666667,-0.24457,5.1782,16.85626667,19.9442
75.7,-0.261906667,5.169933333,16.848,19.932
75.73333333,-0.279243333,5.161666667,16.83973333,19.9198
75.76666667,-0.29658,5.1534,16.83146667,19.9076
75.8,-0.313916667,5.145133333,16.8232,19.8954
75.83333333,-0.331253333,5.136866667,16.81493333,19.8832
75.86666667,-0.34859,5.1286,16.80666667,19.871
75.9,-0.365926667,5.120333333,16.7984,19.8588
75.93333333,-0.383263333,5.112066667,16.79013333,19.8466
75.96666667,-0.4006,5.1038,16.78186667,19.8344
76,-0.394813333,5.095533333,16.7736,19.81034667
76.03333333,-0.389026667,5.087266667,16.76533333,19.77535
76.06666667,-0.38324,5.079,16.75706667,19.74035333
76.1,-0.377453333,5.070733333,16.7488,19.70535667
76.13333333,-0.371666667,5.062466667,16.74926667,19.67036
76.16666667,-0.36588,5.070866667,16.77403333,19.63536333
76.2,-0.360093333,5.1039,16.7988,19.60036667
76.23333333,-0.354426667,5.143133333,16.82356667,19.56537
76.26666667,-0.36085,5.257066667,16.84833333,19.53037333
76.3,-0.367273333,5.371,16.8731,19.49537667
76.33333333,-0.373696667,5.362866667,16.89786667,19.46038
76.36666667,-0.38012,5.354733333,16.92263333,19.42538333
76.4,-0.386543333,5.3466,16.9474,19.39038667
76.43333333,-0.392966667,5.338466667,16.96336667,19.35539
76.46666667,-0.39939,5.330333333,16.93033333,19.33405333
76.5,-0.405813333,5.3222,16.8973,19.31373667
76.53333333,-0.412236667,5.314066667,16.86426667,19.29342
76.56666667,-0.41866,5.305933333,16.83123333,19.29020667
76.6,-0.425083333,5.2978,16.7982,19.28699333
76.63333333,-0.431506667,5.289666667,16.76516667,19.28378
76.66666667,-0.43793,5.281533333,16.73213333,19.28056667
76.7,-0.444353333,5.2734,16.6991,19.27735333
76.73333333,-0.450776667,5.265266667,16.66606667,19.27414
76.76666667,-0.4572,5.257133333,16.63303333,19.27092667
76.8,-0.463623333,5.249,16.6,19.26771333
76.83333333,-0.470046667,5.240866667,16.61653333,19.26504
76.86666667,-0.46182,5.2278,16.63306667,19.26910667
76.9,-0.44202,5.203,16.6496,19.27317333
76.93333333,-0.445366667,5.1782,16.60033333,19.27724
76.96666667,-0.43714,5.1534,16.55076667,19.28130667
77,-0.428936667,5.1286,16.5012,19.28537333
77.03333333,-0.420733333,5.1038,16.454,19.28944
77.06666667,-0.41253,5.079,16.454,19.29350667
77.1,-0.404326667,5.0782,16.454,19.29757333
77.13333333,-0.396123333,5.1026,16.454,19.30164
77.16666667,-0.38792,5.127,16.454,19.30570667
77.2,-0.379716667,5.078166667,16.454,19.30977333
77.23333333,-0.371513333,5.029333333,16.454,19.31384
77.26666667,-0.36331,4.9805,16.454,19.31790667
77.3,-0.355106667,4.988066667,16.454,19.32197333
77.33333333,-0.346903333,5.0046,16.454,19.32604
77.36666667,-0.3387,5.021133333,16.454,19.33336
77.4,-0.330496667,5.037666667,16.454,19.35369333
77.43333333,-0.322293333,5.0542,16.454,19.37402667
77.46666667,-0.31409,5.070733333,16.454,19.39436
77.5,-0.305886667,5.087266667,16.454,19.41469333
77.53333333,-0.297683333,5.1038,16.454,19.43502667
77.56666667,-0.28948,5.120333333,16.454,19.4578
77.6,-0.281276667,5.127,16.454,19.4578
77.63333333,-0.273073333,5.127,16.454,19.4578
77.66666667,-0.26487,5.127,16.454,19.4578
77.7,-0.256666667,5.127,16.454,19.4578
77.73333333,-0.248463333,5.127,16.454,19.4578
77.76666667,-0.24026,5.127,16.454,19.4578
77.8,-0.232056667,5.127,16.454,19.4578
77.83333333,-0.223853333,5.127,16.454,19.4578
77.86666667,-0.21809,5.127,16.454,19.4578
77.9,-0.212326667,5.127,16.454,19.4578
77.93333333,-0.206563333,5.127,16.4457,19.4578
77.96666667,-0.2008,5.127,16.4374,19.4578
78,-0.2008,5.127,16.4291,19.4578
78.03333333,-0.2008,5.127,16.4208,19.4578
78.06666667,-0.2008,5.127,16.4125,19.4578
78.1,-0.2008,5.127,16.4042,19.4578
78.13333333,-0.2008,5.127,16.3959,19.4578
78.16666667,-0.2008,5.127,16.3876,19.4578
78.2,-0.2008,5.127,16.3793,19.4578
78.23333333,-0.2008,5.127,16.371,19.4578
78.26666667,-0.2008,5.127,16.3627,19.4578
78.3,-0.2008,5.127,16.3544,19.4578
78.33333333,-0.2008,5.143266667,16.3461,19.4578
78.36666667,-0.2008,5.159533333,16.3378,19.4578
78.4,-0.2008,5.1758,16.3295,19.4578
78.43333333,-0.2008,5.192066667,16.3212,19.4578
78.46666667,-0.2008,5.1619,16.3129,19.4578
78.5,-0.2008,5.1206,16.3046,19.4578
78.53333333,-0.2008,5.0793,16.2963,19.4578
78.56666667,-0.2008,5.038,16.288,19.45292
78.6,-0.2008,4.9967,16.2797,19.43096
78.63333333,-0.2008,4.9554,16.2714,19.409
78.66666667,-0.2008,4.9141,16.2631,19.38704
78.7,-0.2008,4.8728,16.2548,19.36508
78.73333333,-0.2008,4.8315,16.2465,19.34312
78.76666667,-0.2008,4.7902,16.2382,19.32116
78.8,-0.2008,4.7489,16.2299,19.2992
